OBJECTID,Join_Count,TARGET_FID,STORE_NAME,DISTRICT,COUNTY,PHYSICAL_S,PHYSICAL_C,PHYSICAL_1,PHYSICAL_Z,STORE_TYPE,PHONE,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
611,1,610,KROGER #310,LAGRANGE,TROUP,1401 GILMER AVENUE,LANETT,AL,36,Supermarket,(334) 644-2100,"1401 GILMER AVENUE, LANETT, AL","1401 GILMER AVENUE, LANETT, AL",-85.19167140000,32.85551500000,"1401 s gilmer ave, lanett, al 36863, usa",01,017,00161534,01017,Chambers,Chambers County,06,H1,G4020,122,46740,,A,1545009302.00000000000,17048126.00000000000,+32.9155039,-085.3940321
612,1,611,KROGER #315,LAGRANGE,FAYETTE,134 BANKS CROSSING,FAYETTEVILLE,GA,30,Supermarket,(770) 461-7602,"134 BANKS CROSSING, FAYETTEVILLE, GA","134 BANKS CROSSING, FAYETTEVILLE, GA",-84.44880530000,33.46912460000,"134 banks crossing, fayetteville, ga 30214, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
613,1,612,KROGER #318,DEKALB,DEKALB,2205 LAVISTA ROAD NORTHEA,ATLANTA,GA,30,Supermarket,(404) 633-8694,"2205 LAVISTA ROAD NORTHEA, ATLANTA, GA","2205 LAVISTA ROAD NORTHEA, ATLANTA, GA",-84.31450570000,33.81572230000,"2205 lavista rd ne, atlanta, ga 30329, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
614,1,613,KROGER #319,CLAYTON,CLAYTON,7125 HIGHWAY 85,RIVERDALE,GA,30,Supermarket,(770) 996-2508,"7125 HIGHWAY 85, RIVERDALE, GA","7125 HIGHWAY 85, RIVERDALE, GA",-84.41603890000,33.56009390000,"7125 ga-85, riverdale, ga 30274, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
615,1,614,KROGER #320,GWINNETT,ROCKDALE,1745 HIGHWAY 138 SOUTHEAS,CONYERS,GA,30,Supermarket,(770) 922-8753,"1745 HIGHWAY 138 SOUTHEAS, CONYERS, GA","1745 HIGHWAY 138 SOUTHEAS, CONYERS, GA",-84.01607030000,33.64400270000,"1745 hwy 138 se, conyers, ga 30013, usa",13,247,00357592,13247,Rockdale,Rockdale County,06,H1,G4020,122,12060,,A,336205234.00000000000,5926396.00000000000,+33.6520811,-084.0263696
616,1,615,KROGER #324,FULTON,FULTON,2090 DUNWOODY CLUB DRIVE,ATLANTA,GA,30,Supermarket,(770) 391-9035,"2090 DUNWOODY CLUB DRIVE, ATLANTA, GA","2090 DUNWOODY CLUB DRIVE, ATLANTA, GA",-84.30102650000,33.96058090000,"2090 dunwoody club dr, sandy springs, ga 30350, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
617,1,616,KROGER #328,MACON,BIBB,660 NORTH AVENUE,MACON,GA,31,Supermarket,(478) 746-6300,"660 NORTH AVENUE, MACON, GA","660 NORTH AVENUE, MACON, GA",-83.62611330000,32.85074930000,"660 north ave, macon, ga 31211, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
618,1,617,KROGER #330,COBB-DOUGLAS,COBB,1122 POWERS FERRY ROAD,MARIETTA,GA,30,Supermarket,(770) 955-1692,"1122 POWERS FERRY ROAD, MARIETTA, GA","1122 POWERS FERRY ROAD, MARIETTA, GA",-84.46993030000,33.92302520000,"1122 powers ferry rd, marietta, ga 30067, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
619,1,618,KROGER #335,COBB-DOUGLAS,COBB,4880 LOWER ROSWELL ROAD,MARIETTA,GA,30,Supermarket,(770) 971-8801,"4880 LOWER ROSWELL ROAD, MARIETTA, GA","4880 LOWER ROSWELL ROAD, MARIETTA, GA",-84.41000740000,33.96477780000,"4880 lower roswell rd, marietta, ga 30068, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
620,1,619,KROGER #339,LAGRANGE,TROUP,"203 COMMERCE AVENUE, SUIT",LAGRANGE,GA,30,Supermarket,(706) 883-6167,"203 COMMERCE AVENUE, SUIT, LAGRANGE, GA","203 COMMERCE AVENUE, SUIT, LAGRANGE, GA",-85.02155950000,33.05066500000,"203 commerce ave, lagrange, ga 30240, usa",13,285,01673298,13285,Troup,Troup County,06,H1,G4020,122,29300,,A,1072230549.00000000000,82805378.00000000000,+33.0344820,-085.0283600
621,1,620,KROGER #344,FULTON,FULTON,3000 OLD ALABAMA ROAD,ALPHARETTA,GA,30,Supermarket,(770) 751-7384,"3000 OLD ALABAMA ROAD, ALPHARETTA, GA","3000 OLD ALABAMA ROAD, ALPHARETTA, GA",-84.27130530000,34.02269950000,"128b, 3000 old alabama rd, johns creek, ga 30022, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
622,1,621,KROGER #346,FULTON,FULTON,1715 HOWELL MILL ROAD,ATLANTA,GA,30,Supermarket,(404) 355-7886,"1715 HOWELL MILL ROAD, ATLANTA, GA","1715 HOWELL MILL ROAD, ATLANTA, GA",-84.41319880000,33.80194960000,"1715 howell mill rd nw, atlanta, ga 30318, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
623,1,622,KROGER #350,FULTON,FULTON,4920 ROSWELL ROAD,ATLANTA,GA,30,Supermarket,(404) 843-3080,"4920 ROSWELL ROAD, ATLANTA, GA","4920 ROSWELL ROAD, ATLANTA, GA",-84.38237750000,33.88857290000,"4920 roswell rd, atlanta, ga 30342, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
624,1,623,KROGER #352,GWINNETT,GWINNETT,455 GRAYSON HIGHWAY,LAWRENCEVILLE,GA,30,Supermarket,(770) 962-1063,"455 GRAYSON HIGHWAY, LAWRENCEVILLE, GA","455 GRAYSON HIGHWAY, LAWRENCEVILLE, GA",-83.98520930000,33.93901480000,"455 grayson hwy, lawrenceville, ga 30045, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
625,1,624,KROGER #354,DEKALB,DEKALB,1232 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,GA,30,Supermarket,(404) 292-6009,"1232 SOUTH HAIRSTON ROAD, STONE MOUNTAIN, GA","1232 SOUTH HAIRSTON ROAD, STONE MOUNTAIN, GA",-84.19500320000,33.75935770000,"1232 s hairston rd, stone mountain, ga 30088, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
626,1,625,KROGER #355,MACON,BIBB,4650 FORSYTH ROAD,MACON,GA,31,Supermarket,(478) 474-7410,"4650 FORSYTH ROAD, MACON, GA","4650 FORSYTH ROAD, MACON, GA",-83.70970130000,32.87322880000,"4650 forsyth rd, macon, ga 31210, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
627,1,626,KROGER #356,COBB-DOUGLAS,COBB,3600 DALLAS HIGHWAY,MARIETTA,GA,30,Supermarket,(770) 424-0040,"3600 DALLAS HIGHWAY, MARIETTA, GA","3600 DALLAS HIGHWAY, MARIETTA, GA",-84.65637110000,33.95464830000,"3600 dallas hwy, marietta, ga 30064, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
628,1,627,KROGER #363,LAGRANGE,COWETA,48 BULLSBORO DRIVE,NEWNAN,GA,30,Supermarket,(770) 251-4791,"48 BULLSBORO DRIVE, NEWNAN, GA","48 BULLSBORO DRIVE, NEWNAN, GA",-84.78776750000,33.38496490000,"48 bullsboro dr, newnan, ga 30263, usa",13,077,00326666,13077,Coweta,Coweta County,06,H1,G4020,122,12060,,A,1141929899.00000000000,12730333.00000000000,+33.3528965,-084.7621381
629,1,628,KROGER #364,FULTON,FULTON,2685 METROPOLITAN PARKWAY,ATLANTA,GA,30,Supermarket,(404) 761-7409,"2685 METROPOLITAN PARKWAY, ATLANTA, GA","2685 METROPOLITAN PARKWAY, ATLANTA, GA",-84.40908520000,33.68231430000,"2685 metropolitan pkwy sw, atlanta, ga 30315, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
630,1,629,KROGER #365,COBB-DOUGLAS,COBB,3595 CANTON ROAD,MARIETTA,GA,30,Supermarket,(770) 924-7930,"3595 CANTON ROAD, MARIETTA, GA","3595 CANTON ROAD, MARIETTA, GA",-84.52889500000,34.03874100000,"3595 canton rd, marietta, ga 30066, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
631,1,630,KROGER #366,COBB-DOUGLAS,DOUGLAS,3251 HIGHWAY 5,DOUGLASVILLE,GA,30,Supermarket,(770) 920-1880,"3251 HIGHWAY 5, DOUGLASVILLE, GA","3251 HIGHWAY 5, DOUGLASVILLE, GA",-84.76483190000,33.71876920000,"3251 ga-5, douglasville, ga 30135, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
632,1,631,KROGER #367,LAGRANGE,CARROLL,1355 SOUTH PARK STREET,CARROLLTON,GA,30,Supermarket,(770) 832-8932,"1355 SOUTH PARK STREET, CARROLLTON, GA","1355 SOUTH PARK STREET, CARROLLTON, GA",-85.07495190000,33.55372030000,"1355 s park st, carrollton, ga 30117, usa",13,045,00326650,13045,Carroll,Carroll County,06,H1,G4020,122,12060,,A,1292642959.00000000000,12284897.00000000000,+33.5822366,-085.0805272
633,1,632,KROGER #369,CLAYTON,CLAYTON,3618 HIGHWAY 138 SOUTHEAS,STOCKBRIDGE,GA,30,Supermarket,(770) 474-5377,"3618 HIGHWAY 138 SOUTHEAS, STOCKBRIDGE, GA","3618 HIGHWAY 138 SOUTHEAS, STOCKBRIDGE, GA",-83.97557630000,33.67850520000,"3618 hwy 138 se, conyers, ga 30012, usa",13,247,00357592,13247,Rockdale,Rockdale County,06,H1,G4020,122,12060,,A,336205234.00000000000,5926396.00000000000,+33.6520811,-084.0263696
634,1,633,KROGER #373,CLAYTON,CLAYTON,8059 TARA BOULEVARD,JONESBORO,GA,30,Supermarket,(770) 478-5700,"8059 TARA BOULEVARD, JONESBORO, GA","8059 TARA BOULEVARD, JONESBORO, GA",-84.36652700000,33.53429810000,"8059 tara blvd, jonesboro, ga 30236, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
635,1,634,KROGER #374,GWINNETT,GWINNETT,2100 RIVERSIDE PARKWAY,LAWRENCEVILLE,GA,30,Supermarket,(770) 962-0890,"2100 RIVERSIDE PARKWAY, LAWRENCEVILLE, GA","2100 RIVERSIDE PARKWAY, LAWRENCEVILLE, GA",-84.03375970000,33.96520480000,"2100 riverside pkwy, lawrenceville, ga 30043, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
636,1,635,KROGER #375,DEKALB,DEKALB,2385 WESLEY CHAPEL ROAD,DECATUR,GA,30,Supermarket,(770) 987-0633,"2385 WESLEY CHAPEL ROAD, DECATUR, GA","2385 WESLEY CHAPEL ROAD, DECATUR, GA",-84.21747440000,33.71830590000,"2385 wesley chapel rd, decatur, ga 30035, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
637,1,636,KROGER #376,COBB-DOUGLAS,DOUGLAS,630 THORNTON ROAD,LITHIA SPRINGS,GA,30,Supermarket,(770) 732-6999,"630 THORNTON ROAD, LITHIA SPRINGS, GA","630 THORNTON ROAD, LITHIA SPRINGS, GA",-84.62031300000,33.78929110000,"630 thornton rd, lithia springs, ga 30122, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
638,1,637,KROGER #378,MACON,BIBB,220 TOM HILL SENIOR BOULE,MACON,GA,31,Supermarket,(478) 474-7582,"220 TOM HILL SENIOR BOULE, MACON, GA","220 TOM HILL SENIOR BOULE, MACON, GA",-83.69149230000,32.89840860000,"220 tom hill sr blvd, macon, ga 31210, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
639,1,638,KROGER #381,GWINNETT,GWINNETT,3455 PEACHTREE INDUSTRIAL,DULUTH,GA,30,Supermarket,(770) 476-7914,"3455 PEACHTREE INDUSTRIAL, DULUTH, GA","3455 PEACHTREE INDUSTRIAL, DULUTH, GA",-84.17198060000,34.00586420000,"3455 peachtree industrial blvd, duluth, ga 30096, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
640,1,639,KROGER #388,LAGRANGE,FAYETTE,564 CROSSTOWN DRIVE,PEACHTREE CITY,GA,30,Supermarket,(770) 487-3602,"564 CROSSTOWN DRIVE, PEACHTREE CITY, GA","564 CROSSTOWN DRIVE, PEACHTREE CITY, GA",-84.56396340000,33.37676740000,"564 crosstown drive, peachtree city, ga 30269, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
641,1,640,KROGER #389,GWINNETT,GWINNETT,6050 SINGLETON ROAD,NORCROSS,GA,30,Supermarket,(770) 242-3340,"6050 SINGLETON ROAD, NORCROSS, GA","6050 SINGLETON ROAD, NORCROSS, GA",-84.20026620000,33.90379120000,"6050 singleton rd, norcross, ga 30093, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
642,1,641,KROGER #390,FULTON,FULTON,10945 STATEBRIDGE ROAD,ALPHARETTA,GA,30,Supermarket,(770) 751-3000,"10945 STATEBRIDGE ROAD, ALPHARETTA, GA","10945 STATEBRIDGE ROAD, ALPHARETTA, GA",-84.22275920000,34.04952480000,"104, 10945 state bridge rd, johns creek, ga 30022, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
643,1,642,KROGER #391,COBB-DOUGLAS,DOUGLAS,8501 HOSPITAL DRIVE,DOUGLASVILLE,GA,30,Supermarket,(770) 949-4091,"8501 HOSPITAL DRIVE, DOUGLASVILLE, GA","8501 HOSPITAL DRIVE, DOUGLASVILLE, GA",-84.73165280000,33.74936060000,"8501 hospital dr, douglasville, ga 30134, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
644,1,643,KROGER #393,ROME,GORDON,136 WEST BELMONT DRIVE,CALHOUN,GA,30,Supermarket,(770) 625-4303,"136 WEST BELMONT DRIVE, CALHOUN, GA","136 WEST BELMONT DRIVE, CALHOUN, GA",-84.93661550000,34.47829250000,"136 w belmont dr, calhoun, ga 30701, usa",13,129,00356672,13129,Gordon,Gordon County,06,H1,G4020,,15660,,A,921538858.00000000000,5787657.00000000000,+34.5096669,-084.8738622
645,1,644,KROGER #394,GWINNETT,GWINNETT,3050 FIVE FORKS TRICKUM R,LILBURN,GA,30,Supermarket,(770) 978-9264,"3050 FIVE FORKS TRICKUM R, LILBURN, GA","3050 FIVE FORKS TRICKUM R, LILBURN, GA",-84.06010230000,33.88442430000,"3050 five forks trickum rd sw, lilburn, ga 30047, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
646,1,645,KROGER #397,COBB-DOUGLAS,COBB,"3330 COBB PARKWAY, SUITE",ACWORTH,GA,30,Supermarket,(770) 975-8652,"3330 COBB PARKWAY, SUITE, ACWORTH, GA","3330 COBB PARKWAY, SUITE, ACWORTH, GA",-84.67684210000,34.03632970000,"3330 cobb pkwy nw, acworth, ga 30101, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
647,1,646,KROGER #400,MACON,BIBB,4321 HARTLEY BRIDGE ROAD,MACON,GA,31,Supermarket,(478) 788-1010,"4321 HARTLEY BRIDGE ROAD, MACON, GA","4321 HARTLEY BRIDGE ROAD, MACON, GA",-83.71365360000,32.74500070000,"4321 hartley bridge rd, macon, ga 31216, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
648,1,647,KROGER #402,DALTON,CHEROKEE,4045 MARIETTA HIGHWAY,CANTON,GA,30,Supermarket,(770) 345-3644,"4045 MARIETTA HIGHWAY, CANTON, GA","4045 MARIETTA HIGHWAY, CANTON, GA",-84.50776610000,34.19308770000,"4045 marietta hwy, canton, ga 30114, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
649,1,648,KROGER #405,LAGRANGE,HENRY,301 JONESBORO ROAD,MCDONOUGH,GA,30,Supermarket,(770) 954-4370,"301 JONESBORO ROAD, MCDONOUGH, GA","301 JONESBORO ROAD, MCDONOUGH, GA",-84.16912840000,33.45313900000,"301 jonesboro rd, mcdonough, ga 30253, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
650,1,649,KROGER #407,MACON,HOUSTON,1367 SAM NUNN BOULEVARD,PERRY,GA,31,Supermarket,(478) 988-8474,"1367 SAM NUNN BOULEVARD, PERRY, GA","1367 SAM NUNN BOULEVARD, PERRY, GA",-83.74136420000,32.46738080000,"1367 sam nunn blvd, perry, ga 31069, usa",13,153,01671693,13153,Houston,Houston County,06,H1,G4020,356,47580,,A,972671323.00000000000,11319304.00000000000,+32.4583811,-083.6628559
651,1,650,KROGER #408,DALTON,CHEROKEE,8020 CUMMING HIGHWAY,CANTON,GA,30,Supermarket,(770) 345-8451,"8020 CUMMING HIGHWAY, CANTON, GA","8020 CUMMING HIGHWAY, CANTON, GA",-84.35836750000,34.25297500000,"8020 cumming hwy, canton, ga 30115, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
652,1,651,KROGER #411,MACON,BIBB,4628 PRESIDENTIAL PARKWAY,MACON,GA,31,Supermarket,(478) 405-3910,"4628 PRESIDENTIAL PARKWAY, MACON, GA","4628 PRESIDENTIAL PARKWAY, MACON, GA",-83.71085480000,32.81919330000,"4628 presidential pkwy, macon, ga 31206, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
653,1,652,KROGER #412,FULTON,FULTON,590 CASCADE ROAD,ATLANTA,GA,30,Supermarket,(404) 756-1140,"590 CASCADE ROAD, ATLANTA, GA","590 CASCADE ROAD, ATLANTA, GA",-84.43304810000,33.73754490000,"590 cascade ave sw, atlanta, ga 30310, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
654,1,653,KROGER #413,CLAYTON,CLAYTON,10375 TARA BOULEVARD,JONESBORO,GA,30,Supermarket,(770) 477-6535,"10375 TARA BOULEVARD, JONESBORO, GA","10375 TARA BOULEVARD, JONESBORO, GA",-84.33855780000,33.47216640000,"10375 tara blvd, jonesboro, ga 30236, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
655,1,654,KROGER #414,AUGUSTA,COLUMBIA,4355 WASHINGTON ROAD,EVANS,GA,30,Supermarket,(706) 868-4510,"4355 WASHINGTON ROAD, EVANS, GA","4355 WASHINGTON ROAD, EVANS, GA",-82.13246090000,33.54188470000,"4355 washington rd, evans, ga 30809, usa",13,073,00348865,13073,Columbia,Columbia County,06,H1,G4020,,12260,,A,751319916.00000000000,45368325.00000000000,+33.5505513,-082.2513613
656,1,655,KROGER #415,FULTON,FULTON,"12460 CRABAPPLE ROAD, SUI",ALPHARETTA,GA,30,Supermarket,(770) 740-2050,"12460 CRABAPPLE ROAD, SUI, ALPHARETTA, GA","12460 CRABAPPLE ROAD, SUI, ALPHARETTA, GA",-84.35635860000,34.08545390000,"12460 crabapple rd suite 205, alpharetta, ga 30004, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
657,1,656,KROGER #416,GAINESVILLE,HALL,7380 SPOUT SPRINGS ROAD,FLOWERY BRANCH,GA,30,Supermarket,(770) 965-5640,"7380 SPOUT SPRINGS ROAD, FLOWERY BRANCH, GA","7380 SPOUT SPRINGS ROAD, FLOWERY BRANCH, GA",-83.87502900000,34.10784780000,"7380 spout springs rd, flowery branch, ga 30542, usa",13,139,01686953,13139,Hall,Hall County,06,H1,G4020,122,23580,,A,1017305163.00000000000,94563088.00000000000,+34.3175876,-083.8184973
658,1,657,KROGER #418,BRUNSWICK,CHATHAM,311 EAST GWINNETT STREET,SAVANNAH,GA,31,Supermarket,(912) 231-2260,"311 EAST GWINNETT STREET, SAVANNAH, GA","311 EAST GWINNETT STREET, SAVANNAH, GA",-81.09262530000,32.06579050000,"311 e gwinnett st, savannah, ga 31401, usa",13,051,01694477,13051,Chatham,Chatham County,06,H1,G4020,496,42340,,A,1105168782.00000000000,532382555.00000000000,+31.9805230,-081.0851899
659,1,658,KROGER #419,DALTON,CHEROKEE,"12050 HIGHWAY 92, SUITE 1",WOODSTOCK,GA,30,Supermarket,(770) 591-2890,"12050 HIGHWAY 92, SUITE 1, WOODSTOCK, GA","12050 HIGHWAY 92, SUITE 1, WOODSTOCK, GA",-84.48581780000,34.08681940000,"12050 ga-92 #1, woodstock, ga 30188, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
660,1,659,KROGER #420,LAGRANGE,COWETA,3150 EAST HIGHWAY 34,NEWNAN,GA,30,Supermarket,(770) 254-3030,"3150 EAST HIGHWAY 34, NEWNAN, GA","3150 EAST HIGHWAY 34, NEWNAN, GA",-84.68014350000,33.40882620000,"3150 ga-34, newnan, ga 30265, usa",13,077,00326666,13077,Coweta,Coweta County,06,H1,G4020,122,12060,,A,1141929899.00000000000,12730333.00000000000,+33.3528965,-084.7621381
661,1,660,KROGER #422,LAGRANGE,FAYETTE,1101 PEACHTREE PARKWAY,PEACHTREE CITY,GA,30,Supermarket,(770) 486-7200,"1101 PEACHTREE PARKWAY, PEACHTREE CITY, GA","1101 PEACHTREE PARKWAY, PEACHTREE CITY, GA",-84.58854100000,33.43965180000,"1101 n peachtree pkwy, peachtree city, ga 30269, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
662,1,661,KROGER #424,GWINNETT,GWINNETT,1475 BUFORD DRIVE,LAWRENCEVILLE,GA,30,Supermarket,(770) 822-6580,"1475 BUFORD DRIVE, LAWRENCEVILLE, GA","1475 BUFORD DRIVE, LAWRENCEVILLE, GA",-83.98703320000,34.00410380000,"1475 buford dr, lawrenceville, ga 30043, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
663,1,662,KROGER #425,MACON,BIBB,5928 ZEBULON ROAD,MACON,GA,31,Supermarket,(478) 757-4150,"5928 ZEBULON ROAD, MACON, GA","5928 ZEBULON ROAD, MACON, GA",-83.76146470000,32.87875780000,"5928 zebulon rd, macon, ga 31210, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
664,1,663,KROGER #426,GWINNETT,GWINNETT,400 PEACHTREE INDUSTRIAL,SUWANEE,GA,30,Supermarket,(770) 932-4377,"400 PEACHTREE INDUSTRIAL, SUWANEE, GA","400 PEACHTREE INDUSTRIAL, SUWANEE, GA",-84.07272400000,34.06365620000,"400 peachtree industrial blvd, suwanee, ga 30024, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
665,1,664,KROGER #427,LAGRANGE,HENRY,101 FAIRVIEW ROAD,ELLENWOOD,GA,30,Supermarket,(770) 389-7080,"101 FAIRVIEW ROAD, ELLENWOOD, GA","101 FAIRVIEW ROAD, ELLENWOOD, GA",-84.23911550000,33.61931610000,"101 fairview rd, ellenwood, ga 30294, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
666,1,665,KROGER #428,ATHENS,CLARKE,191 ALPS ROAD,ATHENS,GA,30,Supermarket,(706) 543-0209,"191 ALPS ROAD, ATHENS, GA","191 ALPS ROAD, ATHENS, GA",-83.40759750000,33.94660830000,"191 alps rd, athens, ga 30606, usa",13,059,01672699,13059,Clarke,Clarke County,06,H6,G4020,,12020,,C,308738478.00000000000,4741270.00000000000,+33.9521852,-083.3671522
667,1,666,KROGER #429,ROME,POLK,730 NORTH MAIN STREET,CEDARTOWN,GA,30,Supermarket,(770) 749-5090,"730 NORTH MAIN STREET, CEDARTOWN, GA","730 NORTH MAIN STREET, CEDARTOWN, GA",-85.24854850000,34.02490030000,"730 n main st, cedartown, ga 30125, usa",13,233,00343585,13233,Polk,Polk County,06,H1,G4020,122,16340,,A,803773281.00000000000,4667496.00000000000,+33.9960153,-085.1883384
668,1,667,KROGER #430,DALTON,CHEROKEE,5339 OLD HIGHWAY 5,WOODSTOCK,GA,30,Supermarket,(770) 924-2557,"5339 OLD HIGHWAY 5, WOODSTOCK, GA","5339 OLD HIGHWAY 5, WOODSTOCK, GA",-84.50382800000,34.14149140000,"5339 old hwy 5, woodstock, ga 30188, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
