UGA = 1,,Open Hand Atlanta = 2,HealthMPowers = 3,DPH = 4,,,,,,,,,,,
Agency,Date Added,"Project = Farmers Market, Elementary Youth etc.","Site Location (School district, school name, food bank, etc.)",Address building number,Street Name,City,Zip Code,County,Target Audience,,,,,,
1,1/31/2019,"FT, FTBU, FTFM, Outreach",Fannin County Public Library,400,W Main Street #104,Blue Ridge,30513,Fannin,Adults 18+,,,,,,
1,2/22/2019,"FT, FTBU, FTFM, Outreach",Auburn Senior Center,300,Edgewood Ave,Atlanta,30312,Fulton,Adults 18+,,,,,,
1,2/22/2019,"FT, FTBU, FTFM, Outreach",Georgia Highlands Medical Center,775,West Ave,Cartersville,30120,Bartow,Adults 18+,,,,,,
1,3/8/2019,"FT, FTBU, FeT, FTFM, Outreach",Northwest Library at Scotts Crossing,2489,Perry Boulevard,Atlanta,30318,Fulton,Adults 18+,,,,,,
1,3/8/2019,"FT, FTBU, FeT, FTFM, Outreach",Chattahoochee Hills Charter School,9670,Rivertown Rd,Fairburn,30213,Fulton,Adults 18+,,,,,,
1,3/8/2019,"FT, FTBU, FeT, FTFM, Outreach",KidStop Daycare and Learning Center,2395,Campbellton Road SW,Atlanta,30311,Fulton,Adults 18+,,,,,,
1,3/8/2019,"FT, FTBU, FeT, FTFM, Outreach",Piedmont Athens Regional Hospital,1199,Prince Ave,Athens,30606,Clarke,Adults 18+,,,,,,
1,3/13/2019,"FT, FTBU, FeT, FTFM, Outreach","Making A Way Housing, Inc",377,Westchester Boulevard,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach","Fulton County Board of Health- Oakhill Child, Family, & Adolescent center",2805 ??,Metropolitan Pkwy SW??,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach","Roswell Recreation, Parks, Historic & Cultural Affairs Department",830,Grimes Bridge Road,Roswell,30074,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Neighborhood Union,186,Sunset Ave NW # 186,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",College Park Regional Health Center??,1920,John Wesley Ave,??College Park,30337,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Adamsville Regional Health Center??,3700,Martin Luther King Jr. Drive,Atlanta,30331,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Center for Health and Rehabilitation (CHR),265,Boulevard NE,Atlanta,30312,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Metropolitan Library,1332,Metropolitan Parkway SW,Atlanta,30310,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Atrium at College Town,435,Joseph E Lowery Blvd SW,Atlanta,30310,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",East Atlanta Kids Club,602,Brownwood Ave SE,Atlanta,30316,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Bible way Ministries international,894,Constitution Rd. SE,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Atlanta Heights Charter School,3712,Martin Luther King Jr. Dr. S.W.??,Atlanta,30331,Fulton,Adults 18+,,,,,,
1,3/22/2019,"FT, FTBU, FeT, FTFM, Outreach",Clayton County Library Systems Jonesboro Library Branch,124,Smith St.??,Jonesboro,30236,Clayton,Adults 18+,,,,,,
1,4/19/2019,FTFM,Salem Bible Church,2283??,Baker Rd NW,Atlanta,30318,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,Grove Park Foundation,1566,Donald Lee Hollowell Pkwy,Atlanta,30318,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,Atlanta Police Athletic League??,120,Anderson Ave NW,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,City of East Point,3009,Randall Street,East Point,30344,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,West Atlanta Watershed Alliance,1442??,Richland Rd SW,Atlanta,30337,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,College Park 1st United Methodist Church/City of College Park??,3726??,??E Main St,College Park,30337,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,Southeast Community Cultural Center dba Artsxchange,2148,??Newnan Street??,East Point,30344,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,East Point First Mallieu united Methodist Church,2651,Church Street,East Point,30344,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,Wild Fern Ranch,12000,Hutcheson Ferry Rd??,Palmetto,30268,Fulton,Adults 18+,,,,,,
1,4/19/2019,FTFM,Core2Globe,8455,Wilkerson Mill,Palmetto,30268,Fulton,Adults 18+,,,,,,
1,4/19/2019,"FT, FTBU, FeT, FTFM, Outreach",Mercy Housing - Adamsville Green,3537??,??Martin Luther King Jr. Dr. SW,Atlanta,30331,Fulton,Adults 18+,,,,,,
1,4/19/2019,"FT, FTBU, FeT, FTFM, Outreach",Hearts to Nourish Hope,640,??GA-138,Riverdale,30274,Clayton,Adults 18+,,,,,,
1,4/19/2019,"FT, FTBU, FeT, FTFM, Outreach",Clayton County Library Systems-Lovejoy Branch,1721,??McDonough Rd,Hampton,30228,Clayton,Adults 18+,,,,,,
1,05/02/2019,"FT, FTBU, FeT, FTFM, Outreach",One Door Polk,424,N. Main Street,Cedartown,30125,Polk,Adults 18+,,,,,,
1,5/2/20019,"FT, FTBU, FeT, FTFM, Outreach",Madison Height Apartment Complex,10911??,Tara Blvd,Hampton,30228,Clayton,Adults 18+,,,,,,
1,5/29/2019,"FT, FTBU, FeT, FTFM, Outreach",Gordon Family Resources,320,North River St NW,Calhoun,30701,Gordon,Adults 18+,,,,,,
1,6/6/2019,"FT, FTBU, FeT, FTFM, Outreach",Evolution Center,1135,Jefferson St. SW,Atlanta,30318,Fulton,Adults 18+,,,,,,
1,6/6/2019,"FT, FTBU, FeT, FTFM, Outreach",Paxen (Haralson location),734,Bowdon Street,"Tallapoosa, GA",30176,Haralson,Adults 18+,,,,,,
1,6/6/2019,"FT, FTBU, FeT, FTFM, Outreach",Covenant Presbiterean Church,1065,Gaines School Rd,"Athens,GA",30605,Clarke,Adults 18+,,,,,,
1,6/6/2019,"FT, FTBU, FeT, FTFM, Outreach",East Dekalb Community Service Board,2277 S,Stone Mountain -Lithonia Rd.,"Lithonia,GA",30058,DeKalb,,,,,,,
1,6/13/2019,"FT, FTBU, FeT, FTFM, Outreach",Gateway Center,275,Pryor St SW,Atlanta,30303,Fulton,Adults 18+,,,,,,
1,6/13/2019,"FT, FTBU, FeT, FTFM, Outreach",Douglas-Coffee County Farmers Curb Market,606,Gaskin Avenue,Douglas,31533,Coffee,Adults 18+,,,,,,
1,6/14/2019,"FT, FTBU, FeT, FTFM, Outreach",East Dekalb Community Service Board,2277 S,Stone Mountain -Lithonia Rd.,"Lithonia,GA",30058,DeKalb,4,Adults 18+,,,,,
1,7/12/2019,FTBU,Rockdale County Extension Office,1261,Commercial Drive,Conyers,30094,Rockdale,Adults 18+,,,,,,
1,7/12/2019,FTBU,Petersburg Towers,1050,Petersburg Rd,Elberton,30635,Elbert,Adults 18+,,,,,,
1,7/12/2019,FTBU,Advantage Behavioral Health,50,Chestnut St,Elberton,30635,Elbert,Adults 18+,,,,,,
1,7/12/2019,FTBU,Lithia Springs First United Methodist church,3711,"Temple Street,",Lithia Springs,30122,Douglas,Adults 18+,,,,,,
1,7/12/2019,FTBU,Sweetwater Mission,6130,Hotel Street,Austell,30106,Douglas,Adults 18+,,,,,,
1,7/12/2019,FTBU,Good Samaritan,8366,Grady Street,Douglasville,30134,Douglas,Adults 18+,,,,,,
1,7/12/2019,FTBU,Douglas County Courthouse,8700,Hospital Drive,Douglasville,30134,Douglas,Adults 18+,,,,,,
1,7/12/2019,FTBU,Family Bridge Visitation nd Community services Center,8304,Hollis St,Douglasville,30134,Douglas,Adults 18+,,,,,,
1,7/12/2019,FTBU,SHARE House Women's Domestic violence shelter,8460,Courthouse Sq. E #4,Douglasivlle,30134,Douglas,Adults 18+,,,,,,
1,7/12/2019,FTBU,Villa Rica Housing Apatments,600,Dallas Hwy,Villa Rica,30180,Carroll,Adults 18+,,,,,,
1,7/12/2019,"FT, FTBU, FeT, FTFM, Outreach",YMCA of Rome & Floyd County,810,??East Second Avenue,Rome,30132,Floyd,Adults 18+,,,,,,
1,7/12/2019,"FT,FTBU",Fulton Atlanta Community Action center,341,Kelly St.,Atlanta,30312,Fulton,Adults 18+,,,,,,
1,7/23/2019,FTBU,City of Bowdon Public Housing,401,Mitchell Avenue,Bowdon,30108,Carroll,,,,,,,
1,7/23/2019,FTBU,Carrollton Housing Authority,1,Roop St.,Carrollton,30117,Carroll,Adults 18+,,,,,,
1,7/23/2019,FTBU,Bowdon Senior Activity Center,103,Barr Ave,Bowdon,30108,Carroll,Adults 18+,,,,,,
1,7/23/2019,FTBU,Jack Horner's Corner Daycare Center,137,Smith Avenue,Bowdon,30108,Carroll,Adults 18+,,,,,,
1,7/23/2019,FTBU,Villa Rica Housing Authority,35,Walnut Drive,Villa Rica,30180,Carroll,Adults 18+,,,,,,
1,7/23/2019,FTBU,Villa Rica Public Library,70,Horace Luther Dr,Villa Rica,30180,Carroll,Adults 18+,,,,,,
1,7/23/2019,FTBU,Douglas County Sr. Services,6287,Fairburn Rd.,Douglasville,30134,Douglas,Adults 18+,,,,,,
1,7/23/2019,FTFM,Cartersville Farmers market,1,Friendship Plaza,Catersville,30120,Bartow,Adults 18+,,,,,,
1,7/23/2019,FTBU,Douglas Head Start,3833,Longview Drive,Douglasville,30135,Douglas,Adults 18+,,,,,,
1,8/7/2019,FTBU,Telfair County DFCS,35,E Brewton Street,McRae,31055,Telfair,Adults 18+,,,,,,
1,8/7/2019,FTBU,Telfair County Pre-K,212,West Huckabee Street,McRae,31055,Telfair,Adults 18+,,,,,,
1,8/7/2019,FTBU,McRae-Helena Head Start Program,1301,Homer Ave,McRae-Helena,31055,Telfair,Adults 18+,,,,,,
1,8/7/2019,FTBU,McRae Housing Authority,9,W. Willo Creek Lane,McRae,31055,Telfair,Adults 18+,,,,,,
1,8/7/2019,FTBU,Waycross Ware Headstart,1235,McDonald Street,Waycross,31501,Ware,Adults 18+,,,,,,
1,8/7/2019,FTBU,Hazzard Hill Early Head Start,1403,Pendergast St. Suite A,Waycross,31501,Ware,Adults 18+,,,,,,
1,8/7/2019,FTBU,Telfair County Senior Center,605,Daughtry Ave,McRae,31055,Telfair,Adults 18+,,,,,,
1,8/7/2019,"FT, FTBU, FTFM",Paxen (Paulding location),300,WI Parkway,Dallas,30132,Bartow,Adults 18+,,,,,,
1,8/7/2019,"FT, FTBU, FTFM",Voluntary Action Center,343,South Wall Street,Calhoun,30701,Bartow,Adults 18+,,,,,,
1,9/3/2019,FTBU,Waycross Garlington Heights,301,Garlington Ave.,Wayross,31503,Ware,Adults 18+,,,,,,
1,9/26/2019,"FT, FTFM, FTBU",CDC City of Praise,1736,W. Gordon St.,Valdosta,31602,Lowndes,,Adults 18+,,,,,
1,9/26/2019,"FT, FTBU, FTFM",Second Harvest of South Georgia,1411,Harbin Circle,Valdosta,31601,Lowndes,,Adults 18+,,,,,
1,9/26/2019,"FT, FTBU, FTFM",Parents As Teachers Affiliate,1605,Azaelea Dr.,Valdosta,31602,Lowndes,,Adults 18+,,,,,
1,9/26/2019,"FT, FTBU",Burnt Mountain Center,515,Pioneer Rd,Jasper,,Gilmer,,Adults 18+,,,,,
1,9/26/2019,FT,Louise Watley Library SW,1463,Pryor Rd. SW,Atlanta,30315,Fulton,,Adults 18+,,,,,
1,9/26/2019,"FT, FTBU, FTFM",Euharlee Elementary School,1058,Euharlee Rd.,Euharlee,30145,Bartow,,Adults 18+,,,,,
1,9/26/2019,"FT, FTBU, FTFM",National Church Residences - Cedar Heights,1244,Rockmart Highway,Cedartown,30125,Polk,,Adults 18+,,,,,
1,9/26/2019,"FT, FTBU, FTFM",National Church Residences - The Villas,205,Dodd Blvd SE,Rome,30161,Floyd,,Adults 18+,,,,,
1,9/26/2019,"FT, FTFM, FTBU",Highland Rivers Dalton #4,900,Shugart Rd,Dalton,30720,Whitfield,,Adults 18+,,,,,
1,9/26/2019,FTFM,Golf Vista Apartments,445,Cleveland Ave SE,Atlanta,30654,Fulton,Adults 18+,,,,,,
1,9/26/2019,FT; FTBU; FTFM,McMullen Southside Library,527,Griffin Ave,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/26/2019,FT; FTBU; FTFM,Brittany Woods Apartments,1150,Old Statenville Rd,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/26/2019,FT; FTBU; FTFM,Tickle Me Pink Daycare & Learning Center,252,N St. Augustine Rd.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/26/2019,FTFM,Farmer Brown's Produce Market,1500,S. Patterson St.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/26/2019,FT; FTBU; FTFM,Valdosta/Lowndes family Connection (LCCY),1605,Azalea Dr,Valdosta,31602,Lowndes,Adults 18+,,,,,,
1,9/26/2019,FT; FTBU; FTFM,Living Bridges Ministry,111,East Adair St.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/26/2019,"FT, FTBU, FTFM",Childcare Network,4405,Jonesboro Rd.,Forest Park,30297,Clayton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Salvation Army,110,Gaskin Ave. South,Douglas,31533,Coffee,Adults 18+,,,,,,
1,9/26/2019,FTBU,Westside Atlanta Charter School,2250,Perry Boulevard NW,Atlanta,30318,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Stonewall Tell Elementary,3310,Stonewall Tell Rd,College Park,30349,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,St. Paul's Episcopal Church,306,Peyton Rd. SW,Atlanta,30311,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Motivated By People Community Foundation,122,Cleveland Ave,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Liberty Point Elementary,9000,Highpoint Rd.,Union City,30291,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,JenCare Senior Medical Center,1325,Ralph David Abernathy Blvd,Atlanta,30310,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Ison Springs Elementary,8261,Ison Rd.,Sandy Springs,30350,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Greater Springfield Baptist Church,721,Jones Ave.,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,East Roswell Rec Center,9000,Fouts Rd,Roswell,30075,Fulton,Adults 18+,,,,,,
1,9/26/2019,FTFM,Another Chance of Atlanta,532,Cleveland Ave SW,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,10/17/2019,FT,Southwood Apartments PK Management LLC,6001,Trammell Rd,Morrow,30260,Clayton,Adults 18+,,,,,,
1,11/1/2019,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Market;,New Morning Light Baptist Church,1392,Conley Road,Conley,30288,Clayton,5,Adults 18+,,,,,
1,11/1/2019,Food Talk: Farmers Market;,Jonesboro Farmers Market,155,Lee Street,Jonesboro,30236,Clayton,13,Adults 18+,,,,,
1,11/1/2019,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Market;,Christian Love Bible Baptist Church,526,Griffin Avenue,Valdosta,31601,Lowndes,8,Adults 18+,,,,,
1,11/5/2019,Food Talk (Original);Food Talk: Better U;,Delowe Village Community,2360,"Delowe Dr, East Point, GA 30344","East Point,",30354,Fulton,Adults 18+,"58.2256% Pop. < 185% of the poverty rate (Tract)

Within 1 mile distance from a Free and Reduced Price Lunch qualified school","American Community Survey Data 

Georgia Department of Early Care and Learning","2013-2017 ACS 5-year Estimates

FY2018 Free and Reduced Lunch School Data - Paul D. West Middle School,Hamilton E. Holmes Elementary,Conley Hills Elementary School",,,
1,11/13/2019,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Market;,"The Meeting Place II, Inc.",706,North Toombs Street,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,11/13/2019,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Market;,The Haven,1805,Plum St.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,11/20/2019,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Market;,Boys and Girls Club of Valdosta,215,W. North Street,Valdosta,31601,Lowndes,Adults 18+,71.1209% Pop. < 185% of the poverty rate (Tract),American Community Survey Data,2013-2017 ACS 5-year Estimates,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Manantial de Vida,100,Conoley Ave.,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Legacy Behavioral Health Services,3120,North Oak Street Extension,Valdosta,31602,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Valdosta-Lowndes County Family YMCA,2424,Gornto Rd.,Valdosta,31602,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market","Home ""2"" Childcare & Development Center",633,East Gordon St.,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Childcare Network,519,Saint Augustine Rd,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",GO MINISTRY (God's Outreach),830,W Gordon Street,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Robert L. Jenkins Community Center,807,South Fry St.,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Park Chase Apartments,1100,Old Statenville Rd.,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,12/16/2019,"Food Talk, Food Talk: Better U; Food Talk: Farmers Market",Ora Lee West Community Center,610,East Ann St.,Valdosta,31601,Lowndes,Adults 18+," Lianet Perez.  2102 East Hill Avenue 
Valdosta, GA 31601.  Phone: 229-333-5185 email: lianet.perez@uga.edu ",,,,,
1,1/15/2020,Food Talk (Original); Food Talk: Better U; Food Talk: Farmers Market,Betmar Village Apartment,345,Ashwood Ave,Atlanta,30315,Fulton,Adults 18+,Vonsuela Baker vbaker@uga.edu,,,,,
1,2/13/2020,"FT, FTBU , FTFM",Elsie Gilliam House,131,Lois Parks Drive,Ellijay,30540,Gilmer,Adults 18+,,,,,,
1,2/13/2020,"FT, FTBU , FTFM, Outreach",Telfair County Health Departent,89,Telfair Avenue,McRae-Helena,31055,Telfair,Adults 18+,,,,,,
1,2/13/2020,FTBU,Arthur Blank /EA Ware YMCA,569,Martin Luther King Drive,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,2/13/2020,"FT, FTBU , FeT, FTFM, Outreach",Columbia Brookside,100,Hawthorne Ave,Athens,30606,Clarke,Adults 18+,,,,,,
1,3/2/2020,"FTFM, Outreach",Trion Farmers Market,250,Simmons St.,Trion,30753,Chattooga,Adults 18+,Rebecca Thomas-Brewer?? rbt@uga.edu,,,,,
1,3/3/2020,"FTFM, Outreach",Church Street Farmers Market,6730,Church St,Douglasville,30134,Douglas,Adults 18+,Susan Culpepper slculpep@uga.edu,,,,,
1,3/4/2020,"FT, FTBU , FTFM, Outreach",Southeast Neighborhood Senior Center,1650,"New Town Circle, SE",Atlanta,30315,Fulton,Adults 18+,"Vonsuela Baker, vbaker@uga.edu",,,,,
1,3/4/2020,"FT, FTBU , FTFM, Outreach",Harriett G. Darnell Senior Multipurpose Center,677,"Fairburn Rd, NW",Atlanta,30331,Fulton,Adults 18+,"Vonsuela Baker, vbaker@uga.edu",,,,,
1,3/6/2020,"FT, FTBU , FTFM, Outreach",Sandy Springs Neighborhood Senior Center,6500,"Vernon Woods Dr., Bldg C",Sandy Springs,30328,Fulton,Adults 18+,"Vonsuela Baker, vbaker@uga.edu",,,,,
1,3/6/2020,"FT, FTBU , FTFM, Outreach",HJC Bowden Senior Multipurpose Center,2885,Church St.,East Point,30344,Fulton,Adults 18+,"Vonsuela Baker, vbaker@uga.edu",,,,,
1,3/6/2020,"FT, FTBU , FTFM, Outreach",Helene S. Mills Senior Multiporpose Center,515,John Wesley Dobbs,Atlanta,30312,Fulton,Adults 18+,"Vonsuela Baker, vbaker@uga.edu",,,,,
1,3/6/2020,"FTFM, Outreach",Chatooga County Agricultural Center,40,Middle School Rd,Summerville,30747,Chatooga,Adults 18+,Rebecca Thomas-Brewer?? rbt@uga.edu,,,,,
1,3/6/2020,"FT, FTBU , FTFM, Outreach",Roswell Neighborhood Senior Center,510,Turner Ave,Palmetto,30268,Fulton,Adults 18+,Von Baker vbaker@uga.edu,,,,,
1,3/17/2020,"FT, FTBU , FTFM, Outreach",Zena Senior Center,102,Zena Drive,Cartersville,30121,Bartown,Adults 18+,Karen Martin and Patricia Hall ,,,,,
1,3/17/2020,Food Talk: Farmers Marke,Downtown Newnan Market,200,East Ct. Square,Coweta,30263,Floyd,Adults 18+,Candace Tucker candace.tucker@uga.ecu,,,,,
1,3/17/2020,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Market,Rome Senior Center,406,Riverside Pkwy NE,"Rome, GA",30161,Paulding,Adults 18+,Michelle McQueen michelle.mcqueen@uga.edu,,,,,
1,3/17/2020,Food Talk: Farmers Market,Asa Powell Expo Center,197,Temple Ave,Newnan,30263,Douglas,Adults 18+,Candace Tucker candace.tucker@uga.ecu,,,,,
1,3/17/2020,Food Talk: Farmers Market,Coweta County Health Department,70,Hospital Rd,Newnan,30263,Coweta,Adults 18+,Candace Tucker candace.tucker@uga.ecu,,,,,
1,3/17/2020,"FTFM, Outreach",Norcross Community Market,5,College St. NW,Norcross,30071,Douglas,Adults 18+,Susan Culpepper slculpep@uga.edu,,,,,
1,3/19/2020,Food Talk (Original);Food Talk: Better U;Food Talk: Farmers Marke,Beavers Drive Senior Center,33,Beavers Dr.,"Cartersville, GA",30120,Coweta,Adults 18+,Michelle McQueen michelle.mcqueen@uga.edu,,,,,
1,3/19/2020,Food Talk: Better,"Douglas Circuit Felony Accountability Courts, Douglas Co. Old Courthouse",6754,Broad St,Douglasville,30134,Carroll,Adults 18+,Susan Culpepper slculpep@uga.edu,,,,,
1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2,1/1/2018,,Meriwether WIC Clinic,51,Gay Connector Rd,Greenville,30222,Meriwether,Adults 18+,,,,,,
2,1/1/2018,,Rabun County Middle School,95,Wildcat Pride Way,Tiger,30576,Rabun,teens,,,,,,
2,1/1/2018,,MLK Collaborative Community Resource Complex,101,101 Jackson St NE,Atlanta,30312,Fulton,kids -elementary age,,,,,,
2,1/1/2018,,Norcross Elementary School,150,Hunt St.,Norcross,30017,Gwinnett,Families,,,,,,
2,1/1/2018,,Appling County Headstart,389,E Allen St,Baxley,31513,Appling,Adults 18+,,,,,,
2,1/1/2018,,Concerted Services Baxley,389,389 E Allen St,Baxley,31513,Appling,"Individuals, Families",,,,,,
2,1/1/2018,,Berrien High School- Community Learning Center Afterschool Program,500,E Smith Ave.,Nashville,31639,Berrien,Teens,,,,,,
2,1/1/2018,,Coastal GA Area CAA Claxton Head Start,720,720 N. Church St. Claxton GA 30417,Claxton,30417,Evans,"Kids, Adults",,,,,,
2,1/1/2018,,Troup County WIC Clinic,900,Dallis St,LaGrange,30240,Troup,Adults 18+,,,,,,
2,1/1/2018,,Family Connections in Berrien Schools/Communities in Schools,1015,Exum Road,Nashville,31639,Berrien,"Families, Teens",,,,,,
2,1/1/2018,,CHRIS Kids,1017,Fayetville Road SE,Atlanta,30316,Fulton,Aging teens and adults 18+,,,,,,
2,1/1/2018,,Emmaus House,1017,"1017 Hank Aaron Drive, SW??",Atlanta,30315-1705,Fulton,Teens 14-18,,,,,,
2,1/1/2018,,Rabun County Elementary School - Afterschool Program,1115,1115 Boggs Mountain Rd,Tiger,30576,Rabun,Kids,,,,,,
2,1/1/2018,,Cobb Senior Center,1150,1150 Powder Springs,Marietta,30064,Cobb,,,,,,,
2,1/1/2018,,Families First,1150,Cole Dr. Sw,Lilburn,30047,Gwinett,Adults,,,,,,
2,1/1/2018,,Vickery Mills Elementary School,1201,"1201 Alpharetta St, Roswell, GA 30075",Roswell,30075,Fulton,Adults,,,,,,
2,1/1/2018,,Magnolia House,1601,"Alice St, Ste A",Waycross,31502,Ware,"Families, Adults",,,,,,
2,1/1/2018,,Urban Hope,1601,1601 Barnard St,Savannah,31401,Chatam,Kids,,,,,,
2,1/1/2018,,Mental Fitness,1820,"1820 Henry Thomas Dr SE, Atlanta, GA 30315",Atlanta,30315,Fulton,kids,,,,,,
2,1/1/2018,,Well Spring Living Carver,1600,Pryor Rd SW,Atlanta,30315,Fulton,Adults 18+,,,,,,
2,1/1/2018,,Well Spring Living Fowler,5600,W Jones Bridge Rd,Norcross,30092,Gwinett,Adults 18+,,,,,,
2,1/1/2018,,FANN Program at Walton Crossing,1820,"Mulkey Rd SW, Austell, GA 30106",Austell,30106,Cobb,"Families, Adults",,,,,,
2,1/1/2018,,Ready for Work- Cobb County Drug Court,,,,,Cobb,Adults 18+,,,,,,
2,1/1/2018,,Carroll WIC Clinic,1004,Newman Road,Carrollton,30116,Carroll,Adults 18+,,,,,,
2,1/1/2018,,Lamar County WIC Clinic,118,Academy Drive,Barnesville,30204,Lamar,Adults 18+,,,,,,
2,1/1/2018,,Spalding WIC Clinic,1007,Memorial Dr,Griffin,30223,Spalding,Adults 18+,,,,,,
2,1/1/2018,,Upson WIC Clinic,314,E Lee St,Thomaston,30286,Upson,Adults 18+,,,,,,
2,1/1/2018,,Villa Rica WIC Clinic,201,Cleghorn Street,Villa Rica,30180,Carroll,Adults 18+,,,,,,
2,1/1/2018,,Mercy Care Clinic,3367,Buford Highway,Norcross,30319,Gwinett,Adults 18+,,,,,,
2,1/1/2018,,Rabun County Food Hub,,,Clayton,30525,Rabun,Adults 18+,,,,,,
2,1/1/2018,,Norcross Mobile Home Village,4498,Buford Highway,Norcross,30319,Gwinett,Adults 18+,,,,,,
2,1/1/2018,,Intown Collaborative Ministries,1026,Ponce de Leon,Atlanta,30306,Fulton,Adults 18+,,,,,,
