Type,Name,County,X,Y,addresses,Zip,FID_1,STATEFP10,COUNTYFP10,GEOID,NAME10,NAMELSAD10,totpop10,WFD,RDC_AAA,MNGWPD,MPO,MSA,F1HR_NA,F8HR_NA,Reg_Comm,Acres,Sq_Miles,Label,GlobalID,last_edite,cty_fips,data_added
UGA Extension,Athens Community on Aging,Clarke,-83.3793038,33.96384782,"135 Hoyt St, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Advantage Behavioral Health Center,Clarke,-83.3646555,33.971733,"250 North Ave, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Greater Bethel Episcopal Church,Clarke,-83.40317689,33.94815499,"250 Rose St, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Clarke County School District: Winterville Elementary School,Clarke,-83.290557,33.97036575,"305 Cherokee Rd, Winterville, GA",30683,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Diversions Center,Clarke,-83.33164765,33.94267386,"2725 Lexington Rd, Athens, GA",30605,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Goodwill Career Center,Clarke,-83.3231295,33.93702,"4070 Lexington Rd, Athens, GA",30605,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Morrow Library,Clayton,-84.31365444,33.58519436,"6225 Maddox Rd, Morrow, GA",30260,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Salvation Army,Fulton,-84.39747349,33.76638668,"469 Marietta St NW, Atlanta, GA",30313,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Adamsville Senior Center,Fulton,-84.50322442,33.75808092,"3537 Martin Luther King Jr Dr SW, Atlanta, GA",30331,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,South Clayton Recreation Center,Clayton,-84.3315246,33.44830673,"1837 McDonough Rd, Hampton, GA",30228,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Genesis Alliance Mental Health,DeKalb,-84.242718,33.78096,"4540 Memorial Dr, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Essence of Hope,Fulton,-84.40809942,33.69917555,"2031 Metropolitan Pkwy SW, Atlanta, GA",30315,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,DeKalb Court,DeKalb,-84.298086,33.774084,"556 N McDonough St, Decatur, GA",30030,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,ATCO-Wiregrass,Atkinson,-82.85081119,31.29842215,"59 Pearson St, Pearson, GA",31642,,13,3,13003,Atkinson,Atkinson County,,,,,,,,,,,,,,,13003,1/1/2018
UGA Extension,Live Forward,Clarke,-83.36624708,33.97211038,"240 North Ave, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Matthew's Place,Fulton,-84.40464375,33.74805291,"565 Larkin St SW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Mercy Health Center,Clarke,-83.4122925,33.962742,"700 Oglethorpe Ave, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Rollins Child Development,Bartow,-84.81802779,34.15264128,"676 Henderson Dr, Cartersville, GA",30120,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,1/1/2018
UGA Extension,New Horizons,Fulton,-84.411558,33.762951,"745 Orr St NW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,The Gardens Apartments,Fulton,-84.4173585,33.742215,"899 Park St SW, Atlanta, GA",30310,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Brooks Hill,Gilmer,-84.48555422,34.70521319,"185 Penland St, Ellijay, GA",30540,,13,123,13123,Gilmer,Gilmer County,,,,,,,,,,,,,,,13123,1/1/2018
UGA Extension,Clarke County School District: Gaines Elementary School,Clarke,-83.33616425,33.92884758,"900 Gaines School Rd, Athens, GA",30605,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Gilmer County Extension Office,Gilmer,-84.48949332,34.6763977,"1123 Progress Rd, Ellijay, GA",30540,,13,123,13123,Gilmer,Gilmer County,,,,,,,,,,,,,,,13123,1/1/2018
UGA Extension,Clayton Community Services Authority,Clayton,-84.357378,33.620562,"1000 Main St, Forest Park, GA",30297,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Clayton County Service Authority/Food Pantry,Clayton,-84.357378,33.620562,"1000 Main St, Forest Park, GA",30297,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,New Joy,Clarke,-83.38579176,33.95677021,"496 Reese St, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Concerted Services-Douglas,Coffee,-82.86380678,31.50081409,"1115 W Baker Hwy, Douglas, GA",31533,,13,69,13069,Coffee,Coffee County,,,,,,,,,,,,,,,13069,1/1/2018
UGA Extension,24/7 Dads,Clayton,-84.35426015,33.55331361,"1117 Battlecreek Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,ClaytonCounty Board of Health,Clayton,-84.35426015,33.55331361,"1117 Battlecreek Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Clarke County School District: Oglethorpe Elementary School,Clarke,-83.42254693,33.96248796,"1150 Oglethorpe Ave, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Easter Seals of Northeast Georgia: Madison County Head Start,Madison,-83.21446883,34.13667779,"85 Rock Quarry Rd, Danielsville, GA",30633,,13,195,13195,Madison,Madison County,,,,,,,,,,,,,,,13195,1/1/2018
UGA Extension,Timothy Woods Apartments,Clarke,-83.377764,33.924123,"2085 S Milledge Ave, Athens, GA",30605,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Athens Housing Authority,Clarke,-83.393046,33.950466,"300 S Rocksprings St, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Salvation Army - Clayton County,Clayton,-84.35758008,33.52507613,"130 Spring St, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Bobby Dodd,Clayton,-84.34815867,33.52520684,"221 Stockbridge Rd, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Veranda at Carver,Fulton,-84.39199134,33.71353812,"217 Thirkield Ave SW, Atlanta, GA",30315,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Coffee High School,Coffee,-82.85780159,31.5532422,"159 Trojan Way, Douglas, GA",31533,,13,69,13069,Coffee,Coffee County,,,,,,,,,,,,,,,13069,1/1/2018
UGA Extension,Riverdale Library,Clayton,-84.37723622,33.55640836,"420 Valley Hill Rd SE, Riverdale, GA",30274,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Wiregrass GED,Coffee,-82.8582615,31.50102149,"706 W Baker Hwy, Douglas, GA",31533,,13,69,13069,Coffee,Coffee County,,,,,,,,,,,,,,,13069,1/1/2018
UGA Extension,Clarke County School District: Cleveland Road Elementary School,Clarke,-83.50438767,33.96585551,"1700 Cleveland Rd, Bogart, GA",30622,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Douglas County Senior Center,Coffee,-82.85483183,31.50897186,"408 Ward St W, Douglas, GA",31533,,13,69,13069,Coffee,Coffee County,,,,,,,,,,,,,,,13069,1/1/2018
UGA Extension,Hope Haven,Clarke,-83.40694024,33.95051186,"2152 W Broad St, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Forest Park Library,Clayton,-84.368178,33.623442,"4812 West St, Forest Park, GA",30297,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Clarke County School District: Whit Davis Elementary School,Clarke,-83.31581552,33.90410397,"1450 Whit Davis Rd, Athens, GA",30605,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Clarke County School District: Timothy Road Elementary School,Clarke,-83.44573038,33.93627429,"1900 Timothy Rd, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Clarke County School District Office of Early Learning,Clarke,-83.3993505,33.94998,"440 Dearing Ext, Bldg 2, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Clarke County School District Office of Early Learning,Clarke,-83.3993505,33.94998,"440 Dearing Ext, Bldg 2, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Atlanta Habitat for Humanity,Fulton,-84.36010029,33.74666974,"824 Memorial Dr SE, Atlanta, GA",30316,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Fall Festival,Clayton,-84.276162,33.587019,"3499 Rex Rd, Rex, GA",30273,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,St. Mary's Hospital,Clarke,-83.40507181,33.94587356,"1230 Baxter St, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Rashe's Cuisine,Clarke,-83.4305325,33.96597299,"211 Tallassee Rd, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Greater Bethany Baptist Church,Fulton,-84.41314018,33.7604293,"786 Thurmond St NW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Oakhurst Medical Center,DeKalb,-84.20984334,33.80095834,"5582 Memorial Dr, Stone Mountain, GA",30083,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Bishop Park,Clarke,-83.41118766,33.96569764,"705 Sunset Dr, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Creature Comforts,Clarke,-83.38008798,33.95919727,"271 W Hancock Ave, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,The Kindezi School West,Fulton,-84.5144089,33.7549202,"286 Wilson Mill Rd SW, Atlanta, GA",30331,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Fannin Food Pantry,Fannin,-84.311485,34.88217021,"101 Industrial Park Rd, Blue Ridge, GA",30513,,13,111,13111,Fannin,Fannin County,,,,,,,,,,,,,,,13111,1/1/2018
UGA Extension,Cartersville First Baptist Church,Bartow,-84.82434468,34.14762675,"241 Douthit Ferry Rd, Cartersville, GA",30120,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,1/1/2018
UGA Extension,Sparrow's Nest,Clarke,-83.38977591,33.96141532,"745 Prince Ave, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Fourth Street Village Apartments,Clarke,-83.3601645,33.971247,"690 Fourth St, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Sheltering Arms,Fulton,-84.55958512,33.61841953,"5020 Stonewall Tell Rd, Atlanta, GA",30349,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Kingston Baptist,Bartow,-84.94395253,34.23529452,"40 Main St, Kingston, GA",30145,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,1/1/2018
UGA Extension,Bethel Midtown Village,Clarke,-83.37791326,33.96175408,"155 Hickman Dr, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Greater Works Missionary Baptist Church/Food Pantry,Clayton,-84.38043133,33.59151841,"295 Morrow Rd, Forest Park, GA",30297,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Georgia Mountains Health Services,Fannin,-84.32688326,34.87378676,"165 Blue Ridge Overlook, Blue Ridge, GA",30513,,13,111,13111,Fannin,Fannin County,,,,,,,,,,,,,,,13111,1/1/2018
UGA Extension,Cam Fulton/Truitt 4-H Center,Fulton,-84.47233335,33.63761568,"4300 Herschel Rd, Atlanta, GA",30337,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Our House,Fulton,-84.37009004,33.74945694,"173 Boulevard SE, Atlanta, GA",30312,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,The Good Samaritan,Fulton,-84.42074686,33.773217,"1015 Donald Lee Hollowell Pkwy NW, Atlanta, GA",30318,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Genesis Alliance Mental Health,DeKalb,-84.242718,33.78096,"4540 Memorial Dr, Ste C, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Cartersville Boys and Girls Clubs,Bartow,-84.81804833,34.15403628,"642 Henderson Dr, Cartersville, GA",30120,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,1/1/2018
UGA Extension,Chamblee Library,DeKalb,-84.30944668,33.88231965,"4115 Clairmont Rd, Atlanta, GA",30341,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Covington Library,DeKalb,-84.25133566,33.76729749,"3500 Covington Hwy, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Doraville Library,DeKalb,-84.27822137,33.90164114,"3748 Central Ave, Atlanta, GA",30340,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Dunwoody Library,DeKalb,-84.33199917,33.94402586,"5339 Chamblee Dunwoody Rd, Atlanta, GA",30338,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Embry Hills Library,DeKalb,-84.24183126,33.88374846,"3733 Chamblee Tucker Rd, Atlanta, GA",30341,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Gresham Library,DeKalb,-84.31041229,33.71818004,"2418 Gresham Rd SE, Atlanta, GA",30316,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Northlake-Barbara Loar Library,DeKalb,-84.2610735,33.841845,"3772 Lavista Rd, Tucker, GA",30084,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Salem-Panola Library,DeKalb,-84.1780935,33.677937,"5137 Salem Rd, Lithonia, GA",30038,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Tucker-Reid H. Cofer Library,DeKalb,-84.20907309,33.85677674,"5234 Lavista Rd, Tucker, GA",30084,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Wesley Chapel-William C. Brown Library,DeKalb,-84.22064447,33.70398109,"2861 Wesley Chapel Rd, Decatur, GA",30034,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Hairston Crossing Library,DeKalb,-84.19166287,33.75994257,"4911 Redan Rd, Stone Mountain, GA",30088,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Flat Shoals Library,DeKalb,-84.25851442,33.69102392,"4022 Flat Shoals Pkwy, Decatur, GA",30034,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Decatur Library,DeKalb,-84.2939685,33.77367,"215 Sycamore St, Decatur, GA",30030,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Stone Mountain-Sue Kellogg Library,DeKalb,-84.17107766,33.80637938,"952 Leon St, Stone Mountain, GA",30083,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Lithonia-Davidson Library,DeKalb,-84.1093549,33.71245612,"6821 Church St, Lithonia, GA",30058,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Clarkston Library,DeKalb,-84.23915224,33.80481996,"951 N Indian Creek Dr, Clarkston, GA",30021,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Scott Candler Library,DeKalb,-84.28588254,33.73504808,"1917 Candler Rd, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Downtown Academy,Clarke,-83.37996722,33.95731262,"180 Pulaski St, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,1/1/2018
UGA Extension,Sheltering Arms - Oakley Township Center,Fulton,-84.52693311,33.55833671,"7210 Oakley Ter, Union City, GA",30291,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Caring Works,Fulton,-84.491532,33.645249,"4035 Seven Oaks Ln, Atlanta, GA",30344,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Salvation Army Atlanta Peachtree Corps,DeKalb,-84.24654803,33.74675975,"3500 Sherrydale Ln, Decatur, GA",30032,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Mundy Mills High School (location of a health/wellness event),Clayton,-84.383874,33.491376,"9652 Fayetteville Rd, Jonesboro, GA",30238,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,1/1/2018
UGA Extension,Elbert County Extension,Elbert,-82.85488701,34.13131723,"1088 Ruckersville Rd, Elberton, GA",30635,,13,105,13105,Elbert,Elbert County,,,,,,,,,,,,,,,13105,1/1/2018
UGA Extension,Elbert Primary School,Elbert,-82.84631487,34.08443697,"1019 Falling Creek Cir, Elberton, GA",30635,,13,105,13105,Elbert,Elbert County,,,,,,,,,,,,,,,13105,1/1/2018
UGA Extension,Elbert County Middle School,Elbert,-82.89668535,34.10614218,"1108 Athens Tech Rd, Elberton, GA",30635,,13,105,13105,Elbert,Elbert County,,,,,,,,,,,,,,,13105,1/1/2018
UGA Extension,Elbert County High School,Elbert,-82.88409936,34.10820703,"600 Abernathy Cir, Elberton, GA",30635,,13,105,13105,Elbert,Elbert County,,,,,,,,,,,,,,,13105,1/1/2018
UGA Extension,Shangri La Park,Bartow,-84.81360033,34.22309146,"69 Gilreath Rd NW, Cartersville, GA",30121,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,1/1/2018
UGA Extension,Sheltering Arms-International Village Center,DeKalb,-84.2969565,33.892479,"3375 Chamblee Dunwoody Rd, Atlanta, GA",30341,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Sheltering Arms-East Lake Center,DeKalb,-84.31428238,33.74411367,"350 E Lake Blvd SE, Atlanta, GA",30317,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Brookhaven Library,DeKalb,-84.3396885,33.857109,"1242 N Druid Hills Rd NE, Atlanta, GA",30319,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,1/1/2018
UGA Extension,Greater Bethany Baptist Church,Fulton,-84.41314018,33.7604293,"786 Thurmond St NW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Vine City Park,Fulton,-84.40774249,33.75806508,"Magnolia St NW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,East Point Mobile Homes,Fulton,-84.429117,33.677415,"2848 Veterans St, Atlanta, GA",30344,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Hurd Homes,Fulton,-84.433059,33.672825,"3022 Randall St, Atlanta, GA",30344,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Longview Mobil Home Park,Fulton,-84.42778201,33.67707886,"9 Longview Dr, Atlanta, GA",30344,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,East Point Housing,Fulton,-84.4251202,33.67057044,"3047 John Freeman Way, Atlanta, GA",30344,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,1/1/2018
UGA Extension,Fannin Senior Life Services Center,Fannin,-84.32544183,34.86688319,"440 W 1st St, Blue Ridge, GA",30513,,13,111,13111,Fannin,Fannin County,,,,,,,,,,,,,,,13111,1/1/2018
UGA Extension,Boys and Girls Club of Athens,Clarke,-83.361195,33.971139,"705 Fourth St, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Boy and Girls Club - HT Edwards,Clarke,-83.400975,33.949854,"440 Dearing Ext, Ste 4, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Ebenezer Baptist West,Clarke,-83.39131289,33.95517188,"205 N Chase St, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,First AME Church,Clarke,-83.37938009,33.9606647,"521 N Hull St, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Garden View Funeral Home,Clarke,-83.34521718,33.96692113,"605 Olympic Dr, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Hill Chapel Baptist,Clarke,-83.398563,33.951456,"1692 W Hancock Ave, Athens, GA",30606,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Nelly B. Community Center,Clarke,-83.35197,33.958458,"200 Zatella Ln, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,New Covenant Worship Center,Clarke,-83.40535715,34.0165824,"1425 Newton Bridge Rd, Athens, GA",30607,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Parkview Apartments,Clarke,-83.38156031,33.95251948,"S Finley St, Athens, GA",30605,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Athens Neighborhood Health Center,Clarke,-83.35577476,33.95825998,"402 McKinley Dr, Athens, GA",30601,,13,59,13059,Clarke,Clarke County,,,,,,,,,,,,,,,13059,03/23/2018
UGA Extension,Tranquility House,Bartow,-84.79674223,34.16837712,"501 N Museum Dr, Cartersville, GA",30120,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,04/16/2018
UGA Extension,Gilmer Public Library,Gilmer,-84.50523888,34.68567977,"268 Calvin Jackson Dr, Ellijay, GA",30540,,13,123,13123,Gilmer,Gilmer County,,,,,,,,,,,,,,,13123,04/17/2018
UGA Extension,Society o St. Vincent De Paul,DeKalb,-84.23226905,33.78808681,"4871 Memorial Dr, Stone Mountain, GA",30083,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,04/17/2018
UGA Extension,"K.D. Moore Community Development, Inc.",DeKalb,-84.23795116,33.81140258,"3999 Church St, Clarkston, GA",30021,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,04/17/2018
UGA Extension,Fairfield Baptist Church,DeKalb,-84.1487535,33.745896,"6133 Redan Rd, Lithonia, GA",30058,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,04/17/2018
UGA Extension,Berean Christian Church,DeKalb,-84.17074872,33.73760418,"2201 Young Rd, Stone Mountain, GA",30088,,13,89,13089,DeKalb,DeKalb County,,,,,,,,,,,,,,,13089,04/17/2018
UGA Extension,The Gardens Apartments,Fulton,-84.447684,33.705927,"1870 Campbellton Rd SW, Atlanta, GA",30311,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,04/17/2018
UGA Extension,The Society of St. Vincent de Paul Georgia,Fulton,-84.37995785,33.70778024,"1700 Lakewood Ave SE, Atlanta, GA",30315,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,04/17/2018
UGA Extension,Jonesboro Farmers Market,Clayton,-84.35708934,33.52447802,"155 Lee St, Jonesboro, GA",30236,,13,63,13063,Clayton,Clayton County,,,,,,,,,,,,,,,13063,04/17/2018
UGA Extension,Georgia Mountains Health - Ellijay,Gilmer,-84.48173056,34.67882182,"772 Maddox Dr, Ste 122, Ellijay, GA",30540,,13,123,13123,Gilmer,Gilmer County,,,,,,,,,,,,,,,13123,04/17/2018
UGA Extension,"Christian League for Battered Women, Inc.",Bartow,-84.8526641,34.1864802,"30120, Cartersville, GA",30120,,13,15,13015,Bartow,Bartow County,,,,,,,,,,,,,,,13015,04/17/2018
UGA Extension,Shrine of the Black Madonna,Fulton,-84.41883399,33.73788593,"946 Ralph David Abernathy Blvd SW, Atlanta, GA",30310,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,5/7/2018
UGA Extension,Berean Seventh Day Adventist Church,Fulton,-84.46990119,33.76288656,"291 Hamilton E Holmes Dr NW, Atlanta, GA",30318,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,5/7/2018
UGA Extension,Mt. Vernon Baptist Church,Fulton,-84.48897567,33.73305977,"815 Lynhurst Dr SW, Atlanta, GA",30311,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,5/7/2018
UGA Extension,Allen Temple AME Church,Fulton,-84.44088321,33.76364092,"1625 Simpson Rd NW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,5/7/2018
UGA Extension,Quest Community Development??,Fulton,-84.41625049,33.76216743,"878 Rock St NW, Atlanta, GA",30314,,13,121,13121,Fulton,Fulton County,,,,,,,,,,,,,,,13121,5/7/2018
